Pedro González-Barrachina, University of Alicante;María Alfaro-Contreras, University of Alicante;Jorge Calvo-Zaragoza, University of Alicante	Pedro González-Barrachina, University of Alicante	María Alfaro-Contreras, University of Alicante	Jorge Calvo-Zaragoza, University of Alicante																
Elena Georgieva, NYU;Pablo Ripollés, New York University;Brian McFee, New York University	Elena Georgieva, NYU	Pablo Ripollés, New York University	Brian McFee, New York University																
Jiwoo Ryu, Sogang University;Hao-Wen Dong, University of Michigan;Jongmin Jung, Sogang University;Dasaem Jeong, Sogang University	Jiwoo Ryu, Sogang University	Hao-Wen Dong, University of Michigan	Jongmin Jung, Sogang University	Dasaem Jeong, Sogang University															
Yun-Han Lan, Taiwan AI Labs;Wen-Yi Hsiao, Taiwan AI Labs;Hao-Chung Cheng, National Taiwan University;Yi-Hsuan Yang, National Taiwan University	Yun-Han Lan, Taiwan AI Labs	Wen-Yi Hsiao, Taiwan AI Labs	Hao-Chung Cheng, National Taiwan University	Yi-Hsuan Yang, National Taiwan University															
Seungheon Doh, KAIST;Keunwoo Choi, Genentech;Daeyong Kwon, KAIST;Taesoo Kim, KAIST;Juhan Nam, KAIST	Seungheon Doh, KAIST	Keunwoo Choi, Genentech	Daeyong Kwon, KAIST	Taesoo Kim, KAIST	Juhan Nam, KAIST														
Roser Batlle-Roca, Universitat Pompeu Fabra;Wei-Hsiang Liao, Sony Group Corporation;Xavier Serra, Universitat Pompeu Fabra ;Yuki Mitsufuji, Sony AI;Emilia Gomez, Joint Research Centre, European Commission & Universitat Pompeu Fabra	Roser Batlle-Roca, Universitat Pompeu Fabra	Wei-Hsiang Liao, Sony Group Corporation	Xavier Serra, Universitat Pompeu Fabra 	Yuki Mitsufuji, Sony AI	Emilia Gomez, Joint Research Centre, European Commission & Universitat Pompeu Fabra														
Seokbeom Park, KAIST;Hyunjae Kim, KAIST;Kyung Myun Lee, KAIST	Seokbeom Park, KAIST	Hyunjae Kim, KAIST	Kyung Myun Lee, KAIST																
Recep Oguz Araz, Universitat Pompeu Fabra;Xavier Serra, Universitat Pompeu Fabra ;Dmitry Bogdanov, Universitat Pompeu Fabra	Recep Oguz Araz, Universitat Pompeu Fabra	Xavier Serra, Universitat Pompeu Fabra 	Dmitry Bogdanov, Universitat Pompeu Fabra																
Chih-Pin Tan, National Taiwan University;Hsin Ai, National Taiwan University;Yi-Hsin Chang, National Taiwan University;Shuen-Huei Guan, KKCompany Techonologies;Yi-Hsuan Yang, National Taiwan University	Chih-Pin Tan, National Taiwan University	Hsin Ai, National Taiwan University	Yi-Hsin Chang, National Taiwan University	Shuen-Huei Guan, KKCompany Techonologies	Yi-Hsuan Yang, National Taiwan University														
Benno Weck ), Ilaria Manco, Music Technology Group, Universitat Pompeu Fabra UPF;Emmanouil Benetos, Queen Mary University of London;Elio Quinton, Queen Mary University of London;George Fazekas, Universal Music Group;Dmitry Bogdanov, QMUL	Benno Weck ), Ilaria Manco, Music Technology Group, Universitat Pompeu Fabra UPF	Emmanouil Benetos, Queen Mary University of London	Elio Quinton, Queen Mary University of London	George Fazekas, Universal Music Group	Dmitry Bogdanov, QMUL														
David Rizo, University of Alicante. Instituto Superior de Enseñanzas Artísrticas de la Comunidad Valenciana;Jorge Calvo-Zaragoza, University of Alicante;Patricia García-Iasci, University of Alicante;Teresa Delgado-Sánchez, Biblioteca Nacional de España	David Rizo, University of Alicante. Instituto Superior de Enseñanzas Artísrticas de la Comunidad Valenciana	Jorge Calvo-Zaragoza, University of Alicante	Patricia García-Iasci, University of Alicante	Teresa Delgado-Sánchez, Biblioteca Nacional de España															
Nithya Nadig Shikarpur, Mila, University of Montreal;Krishna Maneesha Dendukuri, Mila;Yusong Wu, Mila, University of Montreal;Antoine CAILLON, IRCAM;Cheng-Zhi Anna Huang, Google Brain	Nithya Nadig Shikarpur, Mila, University of Montreal	Krishna Maneesha Dendukuri, Mila	Yusong Wu, Mila, University of Montreal	Antoine CAILLON, IRCAM	Cheng-Zhi Anna Huang, Google Brain														
Megan Wei, Brown University;Michael Freeman, Brown University;Chris Donahue, Carnegie Mellon University;Chen Sun, Brown University	Megan Wei, Brown University	Michael Freeman, Brown University	Chris Donahue, Carnegie Mellon University	Chen Sun, Brown University															
Marco Comunità, Queen Mary University of London;Zhi Zhong, Sony Group Corporation;Akira Takahashi, Sony Group Corporation;Shiqi Yang, Sony;Mengjie Zhao, Sony Group Corporation;Koichi Saito, Sony Gruop Corporation;Yukara Ikemiya, Sony Research;Takashi Shibuya, Sony AI;Shusuke Takahashi, Sony Group Corporation;Yuki Mitsufuji, Sony AI	Marco Comunità, Queen Mary University of London	Zhi Zhong, Sony Group Corporation	Akira Takahashi, Sony Group Corporation	Shiqi Yang, Sony	Mengjie Zhao, Sony Group Corporation	Koichi Saito, Sony Gruop Corporation	Yukara Ikemiya, Sony Research	Takashi Shibuya, Sony AI	Shusuke Takahashi, Sony Group Corporation	Yuki Mitsufuji, Sony AI									
Simon Rouard, Meta AI Research;Alexandre Defossez, Kyutai;Yossi Adi, Facebook AI Research ;Jade Copet, Meta AI Research;Axel Roebel, IRCAM	Simon Rouard, Meta AI Research	Alexandre Defossez, Kyutai	Yossi Adi, Facebook AI Research 	Jade Copet, Meta AI Research	Axel Roebel, IRCAM														
Marcel A Vélez Vásquez, University of Amsterdam;Charlotte Pouw, University of Amsterdam;John Ashley Burgoyne, University of Amsterdam;Willem Zuidema, ILLC, UvA	Marcel A Vélez Vásquez, University of Amsterdam	Charlotte Pouw, University of Amsterdam	John Ashley Burgoyne, University of Amsterdam	Willem Zuidema, ILLC, UvA															
Behzad Haki, Universitat Pompeu Fabra;Nicholas Evans, Universitat Pompeu Fabra;Daniel Gómez, MTG;Sergi Jordà, Universitat Pompeu Fabra	Behzad Haki, Universitat Pompeu Fabra	Nicholas Evans, Universitat Pompeu Fabra	Daniel Gómez, MTG	Sergi Jordà, Universitat Pompeu Fabra															
Chenyu Gao, University of York;Federico Reuben, University of York;Tom Collins, University of York, MAIA, Inc.	Chenyu Gao, University of York	Federico Reuben, University of York	Tom Collins, University of York, MAIA, Inc.																
Mequanent Argaw Muluneh, Academia Sinica, National Chengchi University, Debre Markos University;Yan-Tsung Peng, National Chengchi University;Li Su, Academia Sinica	Mequanent Argaw Muluneh, Academia Sinica, National Chengchi University, Debre Markos University	Yan-Tsung Peng, National Chengchi University	Li Su, Academia Sinica																
Xavier Riley, C4DM;Zixun Guo, Singapore University of Technology and Design;Andrew C Edwards, QMUL;Simon Dixon, Queen Mary University of London	Xavier Riley, C4DM	Zixun Guo, Singapore University of Technology and Design	Andrew C Edwards, QMUL	Simon Dixon, Queen Mary University of London															
Jan Melechovsky, Singapore University of Technology and Design;Abhinaba Roy, SUTD;Dorien Herremans, Singapore University of Technology and Design	Jan Melechovsky, Singapore University of Technology and Design	Abhinaba Roy, SUTD	Dorien Herremans, Singapore University of Technology and Design																
Yuexuan KONG, Deezer;Vincent Lostanlen, LS2N, CNRS;Gabriel Meseguer Brocal, Deezer;Stella Wong, Columbia University;Mathieu Lagrange, LS2N;Romain Hennequin, Deezer Research	Yuexuan KONG, Deezer	Vincent Lostanlen, LS2N, CNRS	Gabriel Meseguer Brocal, Deezer	Stella Wong, Columbia University	Mathieu Lagrange, LS2N	Romain Hennequin, Deezer Research													
Qixin Deng, University of Rochester;Qikai Yang, University of Illinois at Urbana-Champaign;Ruibin Yuan, CMU;Yipeng Huang, Multimodal Art Projection Research Community;Yi Wang, CMU;Xubo Liu, University of Surrey;Zeyue Tian, Hong Kong University of Science and Technology;Jiahao Pan, The Hong Kong University of Science and Technology;Ge Zhang, University of Michigan;Hanfeng Lin, Multimodal Art Projection Research Community;Yizhi Li, The University  of Sheffield;Yinghao MA, Queen Mary University of London;Jie Fu, HKUST;Chenghua Lin, University of Manchester;Emmanouil Benetos, Queen Mary University of London;Wenwu  Wang, University of Surrey;Guangyu Xia, NYU Shanghai;Wei Xue, The Hong Kong University of Science and Technology;Yike Guo, Hong Kong University of Science and Technology	Qixin Deng, University of Rochester	Qikai Yang, University of Illinois at Urbana-Champaign	Ruibin Yuan, CMU	Yipeng Huang, Multimodal Art Projection Research Community	Yi Wang, CMU	Xubo Liu, University of Surrey	Zeyue Tian, Hong Kong University of Science and Technology	Jiahao Pan, The Hong Kong University of Science and Technology	Ge Zhang, University of Michigan	Hanfeng Lin, Multimodal Art Projection Research Community	Yizhi Li, The University  of Sheffield	Yinghao MA, Queen Mary University of London	Jie Fu, HKUST	Chenghua Lin, University of Manchester	Emmanouil Benetos, Queen Mary University of London	Wenwu  Wang, University of Surrey	Guangyu Xia, NYU Shanghai	Wei Xue, The Hong Kong University of Science and Technology	Yike Guo, Hong Kong University of Science and Technology
Joanne Affolter, Ecole Polytechnique Fédérale de Lausanne (EPFL); Yannis Rammos, Ecole Polytechnique Fédérale de Lausanne (EPFL); Martin A Rohrmeier, Ecole Polytechnique Fédérale de Lausanne (EPFL)	Joanne Affolter, Ecole Polytechnique Fédérale de Lausanne (EPFL)	 Yannis Rammos, Ecole Polytechnique Fédérale de Lausanne (EPFL)	 Martin A Rohrmeier, Ecole Polytechnique Fédérale de Lausanne (EPFL)																
Shahan Nercessian, Native Instruments;Johannes Imort, Native Instruments;Ninon Devis, Native Instruments;Frederik Blang, Native Instruments	Shahan Nercessian, Native Instruments	Johannes Imort, Native Instruments	Ninon Devis, Native Instruments	Frederik Blang, Native Instruments															
Emmanuel Deruty, Sony Computer Science Laboratories	Emmanuel Deruty, Sony Computer Science Laboratories																		
Liwei Lin, New York University Shanghai;Gus Xia, New York University Shanghai;Junyan Jiang, New York University Shanghai;Yixiao Zhang, Queen Mary University of London	Liwei Lin, New York University Shanghai	Gus Xia, New York University Shanghai	Junyan Jiang, New York University Shanghai	Yixiao Zhang, Queen Mary University of London															
Ilaria Manco, Queen Mary University of London;Justin Salamon, Adobe;Oriol Nieto, Adobe	Ilaria Manco, Queen Mary University of London	Justin Salamon, Adobe	Oriol Nieto, Adobe																
Yigitcan Özer, International Audio Laboratories Erlangen;Hans-Ulrich Berendes, International Audio Laboratories Erlangen;Vlora Arifi-Müller, International Audio Laboratories Erlangen ;Fabian-Robert Stöter, AudioShake, Inc.;Meinard Müller, International Audio Laboratories Erlangen	Yigitcan Özer, International Audio Laboratories Erlangen	Hans-Ulrich Berendes, International Audio Laboratories Erlangen	Vlora Arifi-Müller, International Audio Laboratories Erlangen 	Fabian-Robert Stöter, AudioShake, Inc.	Meinard Müller, International Audio Laboratories Erlangen														
Fang Duo Tsai, National Taiwan University;Shih-Lun Wu, Carnegie Mellon University;Haven Kim, University of California San Diego;Bo-Yu Chen, National Taiwan University, Rhythm Culture Corporation;Hao-Chung Cheng, National Taiwan University;Yi-Hsuan Yang, National Taiwan University	Fang Duo Tsai, National Taiwan University	Shih-Lun Wu, Carnegie Mellon University	Haven Kim, University of California San Diego	Bo-Yu Chen, National Taiwan University, Rhythm Culture Corporation	Hao-Chung Cheng, National Taiwan University	Yi-Hsuan Yang, National Taiwan University													
Mickaël Zehren, Umeå University;Marco Alunno, Universidad EAFIT Medellín;Paolo Bientinesi, Umeå Universitet	Mickaël Zehren, Umeå University	Marco Alunno, Universidad EAFIT Medellín	Paolo Bientinesi, Umeå Universitet																
Michele Newman, University of Washington;Lidia Morris, University of Washington;Jun Kato ), Masataka Goto ), Jason Yip, National Institute of Advanced Industrial Science and Technology AIST;Jin Ha Lee, National Institute of Advanced Industrial Science and Technology AIST	Michele Newman, University of Washington	Lidia Morris, University of Washington	Jun Kato ), Masataka Goto ), Jason Yip, National Institute of Advanced Industrial Science and Technology AIST	Jin Ha Lee, National Institute of Advanced Industrial Science and Technology AIST															
Giovanni Bindi, IRCAM	Giovanni Bindi, IRCAM																		
Giulia Arguello, ETH Zurich;Luca A Lanzendoerfer, ETH Zurich;Roger Wattenhofer, ETH Zurich	Giulia Arguello, ETH Zurich	Luca A Lanzendoerfer, ETH Zurich	Roger Wattenhofer, ETH Zurich																
Jiajun Deng, The Chinese University of HongKong;Yaolong Ju, Huawei;Jing Yang, Huawei 2012 Labs;Simon Lui, Huawei;Xunying Liu, The Chinese University of Hong Kong	Jiajun Deng, The Chinese University of HongKong	Yaolong Ju, Huawei	Jing Yang, Huawei 2012 Labs	Simon Lui, Huawei	Xunying Liu, The Chinese University of Hong Kong														
Soumya Sai Vanka, QMUL;Christian J. Steinmetz, Queen Mary University of London;Jean-Baptiste Rolland, Steinberg Media Technologies GmbH;Joshua D. Reiss, Queen Mary University of London;George Fazekas, QMUL	Soumya Sai Vanka, QMUL	Christian J. Steinmetz, Queen Mary University of London	Jean-Baptiste Rolland, Steinberg Media Technologies GmbH	Joshua D. Reiss, Queen Mary University of London	George Fazekas, QMUL														
Marios Glytsos, National Technical University of Athens;Christos Garoufis, Athena Research Center;Athanasia Zlatintsi, Athena Research Center;Petros Maragos, National Technical University of Athens	Marios Glytsos, National Technical University of Athens	Christos Garoufis, Athena Research Center	Athanasia Zlatintsi, Athena Research Center	Petros Maragos, National Technical University of Athens															
Sebastian Strahl, International Audio Laboratories Erlangen;Meinard Müller, International Audio Laboratories Erlangen	Sebastian Strahl, International Audio Laboratories Erlangen	Meinard Müller, International Audio Laboratories Erlangen																	
Adithi Shankar, Music Technology Group- Universitat Pompeu Fabra;Genís Plaja-Roglans, Music Technology Group;Thomas Nuttall, Universitat Pompeu Fabra, Barcelona;Martín Rocamora, Universitat Pompeu Fabra;Xavier Serra, Universitat Pompeu Fabra	Adithi Shankar, Music Technology Group- Universitat Pompeu Fabra	Genís Plaja-Roglans, Music Technology Group	Thomas Nuttall, Universitat Pompeu Fabra, Barcelona	Martín Rocamora, Universitat Pompeu Fabra	Xavier Serra, Universitat Pompeu Fabra														
Mathias Rose Bjare, Johannes Kepler University Linz;Stefan Lattner, Sony Computer Science Laboratories, Paris;Gerhard Widmer, Johannes Kepler University	Mathias Rose Bjare, Johannes Kepler University Linz	Stefan Lattner, Sony Computer Science Laboratories, Paris	Gerhard Widmer, Johannes Kepler University																
Francesco Foscarin, Johannes Kepler University Linz;Emmanouil Karystinaios, Johannes Kepler University;Eita Nakamura, Kyoto University;Gerhard Widmer, Johannes Kepler University	Francesco Foscarin, Johannes Kepler University Linz	Emmanouil Karystinaios, Johannes Kepler University	Eita Nakamura, Kyoto University	Gerhard Widmer, Johannes Kepler University															
Zeng Ren, École Polytechnique Fédérale de Lausanne;Yannis Rammos, EPFL;Martin A Rohrmeier, Ecole Polytechnique Fédérale de Lausanne	Zeng Ren, École Polytechnique Fédérale de Lausanne	Yannis Rammos, EPFL	Martin A Rohrmeier, Ecole Polytechnique Fédérale de Lausanne																
Ondřej Cífka, AudioShake;Hendrik Schreiber, AudioShake;Luke Miner, AudioShake;Fabian-Robert Stöter, AudioShake	Ondřej Cífka, AudioShake	Hendrik Schreiber, AudioShake	Luke Miner, AudioShake	Fabian-Robert Stöter, AudioShake															
Alain Riou, Sony CSL Paris;Stefan Lattner, Sony Computer Science Laboratories, Paris;Gaëtan Hadjeres, Sony CSL;Michael Anslow, Sony Computer Science Laboratories, Paris;Geoffroy Peeters, LTCI - Télécom Paris, IP Paris	Alain Riou, Sony CSL Paris	Stefan Lattner, Sony Computer Science Laboratories, Paris	Gaëtan Hadjeres, Sony CSL	Michael Anslow, Sony Computer Science Laboratories, Paris	Geoffroy Peeters, LTCI - Télécom Paris, IP Paris														
Julien Guinot, Queen Mary University of London;Elio Quinton, Universal Music Group;György Fazekas, QMUL	Julien Guinot, Queen Mary University of London	Elio Quinton, Universal Music Group	György Fazekas, QMUL																
Pedro Pereira Sarmento, Centre for Digital Music;Jackson J Loth, Queen Mary University of London;Mathieu Barthet, Queen Mary University of London	Pedro Pereira Sarmento, Centre for Digital Music	Jackson J Loth, Queen Mary University of London	Mathieu Barthet, Queen Mary University of London																
Pedro Ramoneda, Universitat Pompeu Fabra;Martín Rocamora, Universidad de la República;Taketo Akama, Sony CSL	Pedro Ramoneda, Universitat Pompeu Fabra	Martín Rocamora, Universidad de la República	Taketo Akama, Sony CSL																
Julia Barnett, Northwestern University;Bryan Pardo, Northwestern University;Hugo Flores García, Northwestern University	Julia Barnett, Northwestern University	Bryan Pardo, Northwestern University	Hugo Flores García, Northwestern University																
Brian Bemman, Durham University;Justin Christensen, The University of Sheffield	Brian Bemman, Durham University	Justin Christensen, The University of Sheffield																	
Antonin Gagneré, LTCI - Télécom Paris, IP Paris;Slim Essid,   LTCI - Télécom Paris, IP Paris;Geoffroy Peeters, LTCI - Télécom Paris, IP Paris	Antonin Gagneré, LTCI - Télécom Paris, IP Paris	Slim Essid,   LTCI - Télécom Paris, IP Paris	Geoffroy Peeters, LTCI - Télécom Paris, IP Paris																
Christopher J. Tralie, Ursinus College;Ben Cantil, DataMind Audio	Christopher J. Tralie, Ursinus College	Ben Cantil, DataMind Audio																	
Dorian Desblancs, Deezer Research;Gabriel Meseguer Brocal, Deezer;Romain Hennequin, Deezer Research;Manuel Moussallam, Deezer	Dorian Desblancs, Deezer Research	Gabriel Meseguer Brocal, Deezer	Romain Hennequin, Deezer Research	Manuel Moussallam, Deezer															
Javier Nistal, Sony CSL;Marco Pasini, Queen Mary University of London;Cyran Aouameur, Sony CSL;Stefan Lattner, Sony Computer Science Laboratories, Paris;Maarten Grachten, Machine Learning Consultant	Javier Nistal, Sony CSL	Marco Pasini, Queen Mary University of London	Cyran Aouameur, Sony CSL	Stefan Lattner, Sony Computer Science Laboratories, Paris	Maarten Grachten, Machine Learning Consultant														
Morgan Buisson, Telecom-Paris;Brian McFee, New York University;Slim Essid, Telecom Paris - Institut Polytechnique de Paris	Morgan Buisson, Telecom-Paris	Brian McFee, New York University	Slim Essid, Telecom Paris - Institut Polytechnique de Paris																
